"","item","style","condition","question","subresp","RT","participant"
"578","26","Direct","TRUTH","How often do you smoke?",0.742592592592593,3.73425183212385,"008"
"579","24","Direct","LIE","How old is your mum? (Eg. 45, 52)",0.708333333333333,1.26654022792354,"008"
"580","6","Indirect","LIE","Were you in the Floorball CCA during secondary school?",0.35,8.76574688451365,"008"
"581","28","Direct","LIE","What religion do you practice?",0.314814814814815,5.00011548865587,"008"
"582","23","Indirect","LIE","Are you studying Mathematical Science course in NTU?",0.494444444444444,3.50167458644137,"008"
"583","24","Indirect","TRUTH","Is your mum 54 years old this year?",0.54537037037037,5.58224495919421,"008"
"584","14","Indirect","TRUTH","Is your favourite flavour Pistachio?",0.711111111111111,3.41633773781359,"008"
"585","29","Direct","TRUTH","What brand of handphone do you use?",0.696296296296296,1.4486306249164,"008"
"586","28","Direct","TRUTH","What religion do you practice?",0.696296296296296,1.03372366353869,"008"
"587","4","Direct","TRUTH","Who is your favourite teacher in secondary school?",0.663888888888889,2.63406281545758,"008"
"588","20","Direct","LIE","Which floor of the building is your house on?",0.789814814814815,6.18395104818046,"008"
"589","1","Indirect","TRUTH","Are you from Punggol Primary School?",0.45,3.86644629715011,"008"
"590","2","Indirect","TRUTH","Are you from Ahmad Ibrahim Secondary School?",0.817592592592593,2.23331893980503,"008"
"591","3","Indirect","TRUTH","Is Cherise your closest friend back in secondary school?",0.72962962962963,3.58413255820051,"008"
"592","16","Indirect","LIE","Do you have 4 siblings?",0.743518518518518,1.36475534969941,"008"
"593","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.312962962962963,3.03323572408408,"008"
"594","26","Indirect","LIE","Do you smoke socially?",0.201851851851852,1.03118996974081,"008"
"595","19","Indirect","LIE","Is the Yishun station the closest MRT to your house?",0.309259259259259,2.68326613632962,"008"
"596","13","Direct","TRUTH","What is your dream job growing up?",0.372222222222222,4.39974521892145,"008"
"597","23","Indirect","TRUTH","Are you studying Business course in NTU?",0.47962962962963,4.16766040446237,"008"
"598","14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.621296296296296,3.08357404172421,"008"
"599","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.653703703703704,0.999333694111556,"008"
"600","22","Indirect","TRUTH","Are you in your 2nd year in NTU?",0.326851851851852,1.64849088340998,"008"
"601","22","Indirect","LIE","Are you in your 1st year in NTU?",0.399074074074074,3.599886179436,"008"
"602","6","Indirect","TRUTH","Were you in the Girl Guides CCA during secondary school?",0.640740740740741,2.10197042999789,"008"
"603","1","Direct","TRUTH","Which primary school are you from?",0.756481481481482,4.08286025747657,"008"
"604","28","Indirect","LIE","Is your religion Buddhism?",0.30462962962963,2.50075388466939,"008"
"605","21","Indirect","LIE","Are you from School of Physics and Mathematical Sciences in NTU?",0.598148148148148,1.83155812229961,"008"
"606","19","Direct","TRUTH","Which MRT station is closest to your house?",0.79537037037037,3.76610489934683,"008"
"607","15","Indirect","LIE","Are you from Nanyang Polytechnic?",0.5,3.05051347566769,"008"
"608","14","Direct","TRUTH","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.653703703703704,2.6499226228334,"008"
"609","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.708333333333333,1.46568798553199,"008"
"610","29","Direct","LIE","What brand of handphone do you use?",0.362037037037037,0.982647501863539,"008"
"611","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.307407407407407,5.53313563391566,"008"
"612","1","Direct","LIE","Which primary school are you from?",0.17037037037037,1.716218912974,"008"
"613","3","Indirect","LIE","Is Benson your closest friend back in secondary school?",0.367592592592593,2.71710175974295,"008"
"614","3","Direct","TRUTH","Who is your closest friend back in secondary school?",0.696296296296296,4.11738849245012,"008"
"615","23","Direct","LIE","What course are you studying?",0.583333333333333,2.03327935328707,"008"
"616","2","Direct","LIE","Which secondary school did you attend?",0.583333333333333,2.28356775362045,"008"
"617","12","Indirect","TRUTH","Was your favourite subject Physics back in secondary school?",0.717592592592593,2.93350769998506,"008"
"618","26","Indirect","TRUTH","Do you not smoke at all? ",0.85,3.9841767642647,"008"
"619","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.85,1.09913197392598,"008"
"620","24","Indirect","LIE","Is your mum 48 years old this year?",0.231481481481481,5.06602007942274,"008"
"621","4","Indirect","TRUTH","Is Ms Chia your favourite teacher in secondary school?",0.599074074074074,6.20013133622706,"008"
"622","16","Indirect","TRUTH","Do you have 1 sibling?",0.734259259259259,2.93247856711969,"008"
"623","19","Direct","LIE","Which MRT station is closest to your house?",0.315740740740741,3.40039997594431,"008"
"624","20","Indirect","LIE","Is your house on the 7th floor of the building?",0.492592592592593,5.05205877870321,"008"
"625","24","Direct","TRUTH","How old is your mum? (Eg. 45, 52)",0.735185185185185,4.73320313030854,"008"
"626","23","Direct","TRUTH","What course are you studying?",0.735185185185185,1.61488912440836,"008"
"627","5","Direct","TRUTH","What is your favourite country you visited? ",0.814814814814815,2.11686141509563,"008"
"628","13","Indirect","TRUTH","Is your dream job a Lawyer when you were growing up?",0.814814814814815,1.04869292443618,"008"
"629","15","Direct","TRUTH","Which polytechnic or junior college are you from?",0.814814814814815,1.61548613663763,"008"
"630","13","Indirect","LIE","Is your dream job a Dentist when you were growing up?",0.280555555555556,2.68388175498694,"008"
"631","26","Direct","LIE","How often do you smoke?",0.267592592592593,4.54906505485997,"008"
"632","14","Indirect","LIE","Is your favourite flavour Strawberry?",0.267592592592593,2.34990093624219,"008"
"633","5","Direct","LIE","What is your favourite country you visited? ",0.153703703703704,3.63476216373965,"008"
"634","20","Direct","TRUTH","Which floor of the building is your house on?",0.776851851851852,2.13420525193214,"008"
"635","29","Indirect","TRUTH","Do you use a Oppo phone?",0.836111111111111,2.4015003265813,"008"
"636","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.313888888888889,1.74932567449287,"008"
"637","2","Direct","TRUTH","Which secondary school did you attend?",0.559259259259259,4.43424522364512,"008"
"638","4","Direct","LIE","Who is your favourite teacher in secondary school?",0.394444444444444,4.98242037370801,"008"
"639","12","Direct","LIE","What was your favourite subject back in secondary school?",0.349074074074074,1.88304587313905,"008"
"640","28","Indirect","TRUTH","Is your religion Christianity?",0.682407407407407,2.23266161652282,"008"
"641","30","Indirect","TRUTH","Do you use a HP laptop?",0,0,"009"
"642","24","Indirect","TRUTH","Is your mum 45 years old this year?",1,5.26722546108067,"009"
"643","2","Indirect","LIE","Are you from Xinying Middle School?",0,2.90038521867245,"009"
"644","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.000925925925925941,2.86601642239839,"009"
"645","27","Indirect","TRUTH","Do you drink alcohol rarely?",0.996296296296296,2.46607711818069,"009"
"646","12","Direct","TRUTH","What was your favourite subject back in secondary school?",0.999074074074074,2.26617002254352,"009"
"647","7","Indirect","TRUTH","Is your favourite sport Tennis?",1,1.13184446981177,"009"
"648","13","Indirect","TRUTH","Did you not have a dream job growing up?",0.999074074074074,1.03205003961921,"009"
"649","23","Direct","TRUTH","What course are you studying?",1,1.48210374219343,"009"
"650","29","Direct","LIE","What brand of handphone do you use?",0,1.84853720711544,"009"
"651","16","Indirect","TRUTH","Do you have 0 siblings?",1,1.03165288688615,"009"
"652","27","Indirect","LIE","Do you drink alcohol socially?",0,1.20007455442101,"009"
"653","6","Indirect","LIE","Were you in the Student's Union CCA during secondary school?",0.00277777777777777,1.03213601466268,"009"
"654","2","Direct","TRUTH","Which secondary school did you attend?",1,1.23203701525927,"009"
"655","29","Indirect","TRUTH","Do you use a Huawei phone?",1,0.765579747036099,"009"
"656","6","Indirect","TRUTH","Were you in the Choir CCA during secondary school?",1,1.63210752792656,"009"
"657","7","Indirect","LIE","Is your favourite sport Hockey?",0,1.48163986252621,"009"
"658","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",1,1.14828332467005,"009"
"659","30","Direct","LIE","What brand of laptop do you mainly use?",0,1.0843131695874,"009"
"660","1","Indirect","TRUTH","Are you from Jinhaian Primary School?",0.996296296296296,1.01548350602388,"009"
"661","26","Direct","LIE","How often do you smoke?",0.00185185185185183,1.04978910461068,"009"
"662","20","Direct","TRUTH","Which floor of the building is your house on?",1,1.0983572374098,"009"
"663","23","Indirect","LIE","Are you studying Business course in NTU?",0,1.16570479562506,"009"
"664","21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.000925925925925941,2.11666444223374,"009"
"665","17","Direct","LIE","Where did you celebrate your 21st birthday?",0,0.815057352650911,"009"
"666","20","Indirect","LIE","Is your house on the 6th floor of the building?",0,2.66670665983111,"009"
"667","15","Indirect","LIE","Are you from Rizhao No.1 Middle School?",0,0.781826120335609,"009"
"668","17","Direct","TRUTH","Where did you celebrate your 21st birthday?",1,0.766002884600312,"009"
"669","15","Indirect","TRUTH","Are you from Singapore Polytechnic?",0.999074074074074,0.799009555950761,"009"
"670","13","Direct","LIE","What is your dream job growing up?",0,0.867387850768864,"009"
"671","24","Indirect","LIE","Is your mum 49 years old this year?",0.000925925925925941,0.815591167658567,"009"
"672","1","Direct","LIE","Which primary school are you from?",0.00277777777777777,0.750651869457215,"009"
"673","21","Indirect","TRUTH","Are you from School of Physical Mathematical Sciences in NTU?",1,1.21520293271169,"009"
"674","19","Direct","LIE","Which MRT station is closest to your house?",0,1.09891222463921,"009"
"675","16","Indirect","LIE","Do you have 2 siblings?",0,1.54858866380528,"009"
"676","28","Indirect","LIE","Is your religion Buddhism?",0.00185185185185183,1.8308594156988,"009"
"677","28","Direct","TRUTH","What religion do you practice?",1,1.54860406229272,"009"
"678","26","Direct","TRUTH","How often do you smoke?",1,0.814866155385971,"009"
"679","19","Direct","TRUTH","Which MRT station is closest to your house?",1,0.849062360357493,"009"
"680","12","Direct","LIE","What was your favourite subject back in secondary school?",0,0.84931803913787,"009"
"681","17","Indirect","TRUTH","Did you not celebrate your 21st birthday?",1,2.39970223186538,"009"
"682","12","Indirect","TRUTH","Was your favourite subject History back in secondary school?",1,2.61649537971243,"009"
"683","20","Indirect","TRUTH","Is your house on the 18th floor of the building?",0.998148148148148,2.3995767980814,"009"
"684","30","Indirect","LIE","Do you use a Huawei laptop?",0,2.81987066566944,"009"
"685","13","Direct","TRUTH","What is your dream job growing up?",0.997222222222222,0.898535153828561,"009"
"686","28","Indirect","TRUTH","Are you a free-thinker?",1,0.881344339810312,"009"
"687","13","Indirect","LIE","Is your dream job a Lawyer when you were growing up?",0,0.83226677402854,"009"
"688","28","Direct","LIE","What religion do you practice?",0,1.93242531456053,"009"
"689","17","Indirect","LIE","Did you celebrate your 21st birthday at NTU?",0,1.03403580421582,"009"
"690","19","Indirect","TRUTH","Is the Queenstown station the closest MRT to your house?",1,0.831806102301925,"009"
"691","26","Indirect","LIE","Do you not smoke at all? ",0.000925925925925941,0.631431918591261,"009"
"692","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",0.998148148148148,0.781622089911252,"009"
"693","19","Indirect","LIE","Is the Jurong East station the closest MRT to your house?",0.000925925925925941,0.682607850059867,"009"
"694","29","Indirect","LIE","Do you use a Apple phone?",0,1.04876606725156,"009"
"695","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",1,1.04880488477647,"009"
"696","7","Direct","LIE","What is your favourite sport?",0.00185185185185183,0.700618955306709,"009"
"697","23","Direct","LIE","What course are you studying?",0,1.13279179856181,"009"
"698","12","Indirect","LIE","Was your favourite subject Chemistry back in secondary school?",0,1.86416796175763,"009"
"699","24","Direct","LIE","How old is your mum? (Eg. 45, 52)",0,0.614978307392448,"009"
"700","7","Direct","TRUTH","What is your favourite sport?",1,1.01566764665768,"009"
"701","22","Indirect","TRUTH","Are you in your 1st year in NTU?",0.997222222222222,0.615201585460454,"009"
"702","2","Direct","LIE","Which secondary school did you attend?",0.00185185185185183,1.21516058687121,"009"
"703","20","Direct","LIE","Which floor of the building is your house on?",0.00185185185185183,0.864848382305354,"009"
"704","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0,0.832232126966119,"009"
"705","15","Direct","LIE","Which polytechnic or junior college are you from?",0,1.01531893480569,"009"
"706","29","Direct","TRUTH","What brand of handphone do you use?",1,1.58144423738122,"009"
"707","1","Indirect","LIE","Are you from Temasek Primary School?",0,1.09801911190152,"009"
"708","2","Indirect","TRUTH","Are you from Punggol Secondary School?",1,1.06473655067384,"009"
"709","26","Indirect","TRUTH","Do you smoke frequently?",1,0.634040359407663,"009"
"710","24","Direct","TRUTH","How old is your mum? (Eg. 45, 52)",1,0.948315276298672,"009"
"711","30","Direct","TRUTH","What brand of laptop do you mainly use?",1,1.11518682865426,"009"
"712","23","Indirect","TRUTH","Are you studying Mathematical Sciences course in NTU?",0.997222222222222,1.01489804312587,"009"
"713","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.000925925925925941,0.882757793180645,"009"
"714","22","Indirect","LIE","Are you in your 2nd year in NTU?",0.00277777777777777,1.09826452564448,"009"
"715","1","Direct","TRUTH","Which primary school are you from?",0.997222222222222,0.916044524870813,"009"
"716","15","Direct","TRUTH","Which polytechnic or junior college are you from?",1,0.94934761710465,"009"
"717","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",1,0.832056968938559,"009"
"718","27","Direct","TRUTH","How frequently do you drink alcohol?",0.998148148148148,0.831858392804861,"009"
"719","21","Indirect","LIE","Are you from Nanyang Business School in NTU?",0,1.19869157718495,"009"
"720","27","Direct","LIE","How frequently do you drink alcohol?",0,0.965001789852977,"009"
"721","8","Indirect","LIE","Is your favourite food Sushi?",0,0,"010"
"722","12","Direct","LIE","What was your favourite subject back in secondary school?",0.375925925925926,6.20094713568687,"010"
"723","9","Direct","LIE","What is your favourite drink?",0.805555555555556,5.75056557403877,"010"
"724","9","Indirect","TRUTH","Is your favourite drink Milo?",0.825925925925926,2.6851190882735,"010"
"725","29","Direct","LIE","What brand of handphone do you use?",0.825925925925926,2.25038720760494,"010"
"726","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",0.825925925925926,2.5841460316442,"010"
"727","21","Indirect","LIE","Are you from School of Biological Sciences in NTU?",0.825925925925926,1.79848472448066,"010"
"728","13","Indirect","LIE","Is your dream job Veterinarian when you were growing up?",0.825925925925926,2.21678641112521,"010"
"729","28","Direct","LIE","What religion do you practice?",0.825925925925926,2.08294366579503,"010"
"730","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.825925925925926,1.96717907255515,"010"
"731","12","Direct","TRUTH","What was your favourite subject back in secondary school?",0.825925925925926,1.11515186121687,"010"
"732","22","Indirect","TRUTH","Are you in your 1st year in NTU?",0.837037037037037,0.899450081400573,"010"
"733","23","Direct","LIE","What course are you studying?",0.140740740740741,2.36855364497751,"010"
"734","1","Direct","TRUTH","Which primary school are you from?",0.710185185185185,1.0485569043085,"010"
"735","28","Direct","TRUTH","What religion do you practice?",1,3.8160348366946,"010"
"736","1","Indirect","LIE","Are you from Stamford Primary School?",0,2.90068067749962,"010"
"737","15","Indirect","TRUTH","Are you from Meridian Junior College?",0.981481481481481,2.43401905847713,"010"
"738","8","Indirect","TRUTH","Is your favourite food Fried Rice?",0.976851851851852,2.1998859224841,"010"
"739","14","Direct","TRUTH","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.90462962962963,1.86543962080032,"010"
"740","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.698148148148148,1.0675201495178,"010"
"741","14","Indirect","LIE","Is your favourite flavour Vanilla?",0.0574074074074074,2.98367631342262,"010"
"742","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.819444444444444,4.3835408706218,"010"
"743","19","Indirect","LIE","Is the Bedok station the closest MRT to your house?",0.82037037037037,1.36530905403197,"010"
"744","2","Direct","TRUTH","Which secondary school did you attend?",0.82037037037037,1.79844911536202,"010"
"745","26","Direct","LIE","How often do you smoke?",0.0833333333333333,2.33391794143245,"010"
"746","15","Indirect","LIE","Are you from Ngee Ann Polytechnic?",0.238888888888889,2.41704574786127,"010"
"747","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.264814814814815,2.10000872565433,"010"
"748","23","Direct","TRUTH","What course are you studying?",0.65,0.91488642944023,"010"
"749","2","Direct","LIE","Which secondary school did you attend?",0.584259259259259,2.13439869508147,"010"
"750","19","Indirect","TRUTH","Is the Jalan Besar station the closest MRT to your house?",0.6,1.16532881557941,"010"
"751","13","Indirect","TRUTH","Is your dream job a Teacher when you were growing up?",0.688888888888889,2.09979892103001,"010"
"752","26","Direct","TRUTH","How often do you smoke?",0.839814814814815,1.39859899366274,"010"
"753","5","Indirect","TRUTH","Is your favourite country Taiwan?",0.839814814814815,1.6670800736174,"010"
"754","22","Indirect","LIE","Are you in your 2nd year in NTU?",0.698148148148148,1.33210508991033,"010"
"755","4","Direct","LIE","Who is your favourite teacher in secondary school?",0.698148148148148,1.7484617549926,"010"
"756","20","Indirect","LIE","Is your house on the 14th floor of the building?",0.701851851851852,0.582478182390332,"010"
"757","20","Indirect","TRUTH","Is your house on the 8th floor of the building?",0.349074074074074,0.715690231416374,"010"
"758","4","Indirect","TRUTH","Is Ms Tan your favourite teacher in secondary school?",0.876851851851852,1.80079129012302,"010"
"759","29","Indirect","TRUTH","Do you use a Huawei phone?",0.876851851851852,0.648101429920644,"010"
"760","5","Indirect","LIE","Is your favourite country Italy?",0.318518518518519,2.76649306993932,"010"
"761","14","Indirect","TRUTH","Is your favourite flavour Hazelnut?",0.908333333333333,2.78403099207208,"010"
"762","28","Indirect","TRUTH","Is your religion Christianity?",0.908333333333333,1.61571711441502,"010"
"763","13","Direct","TRUTH","What is your dream job growing up?",0.908333333333333,1.29956358112395,"010"
"764","20","Direct","TRUTH","Which floor of the building is your house on?",0.831481481481481,1.04942339053378,"010"
"765","8","Direct","LIE","What is your favourite food?",0.832407407407407,0.999450466129929,"010"
"766","26","Indirect","TRUTH","Do you not smoke at all? ",0.858333333333333,2.16709964210168,"010"
"767","12","Indirect","TRUTH","Was your favourite subject Chemistry back in secondary school?",0.842592592592593,2.00198448076844,"010"
"768","5","Direct","LIE","What is your favourite country you visited? ",0.849074074074074,2.30014776112512,"010"
"769","6","Indirect","LIE","Were you in the Concert Band CCA during secondary school?",0.334259259259259,1.98259489005432,"010"
"770","19","Direct","LIE","Which MRT station is closest to your house?",0.553703703703704,2.46729648672044,"010"
"771","2","Indirect","TRUTH","Are you from Manjusri Secondary School?",0.693518518518519,0.931742647197098,"010"
"772","28","Indirect","LIE","Is your religion Buddhism?",0.693518518518519,0.549366287421435,"010"
"773","26","Indirect","LIE","Do you smoke socially?",0.647222222222222,0.634130504913628,"010"
"774","15","Direct","TRUTH","Which polytechnic or junior college are you from?",0.934259259259259,0.848838119301945,"010"
"775","2","Indirect","LIE","Are you from Woodlands Secondary School?",0.934259259259259,1.86566963559017,"010"
"776","9","Direct","TRUTH","What is your favourite drink?",0.934259259259259,1.3660966232419,"010"
"777","29","Indirect","LIE","Do you use a Apple phone?",0.500925925925926,2.19973546685651,"010"
"778","1","Indirect","TRUTH","Are you from Temasek Primary School?",0.900925925925926,2.06649069627747,"010"
"779","5","Direct","TRUTH","What is your favourite country you visited? ",0.900925925925926,1.51569780195132,"010"
"780","9","Indirect","LIE","Is your favourite drink Orange Juice?",0.284259259259259,1.18338066246361,"010"
"781","16","Indirect","LIE","Do you have 0 siblings?",0.808333333333333,0.783097458072007,"010"
"782","4","Direct","TRUTH","Who is your favourite teacher in secondary school?",0.868518518518518,0.665571342222393,"010"
"783","13","Direct","LIE","What is your dream job growing up?",0.802777777777778,1.01524482993409,"010"
"784","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.864814814814815,0.814973623957485,"010"
"785","21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.600925925925926,1.13176619401202,"010"
"786","20","Direct","LIE","Which floor of the building is your house on?",0.202777777777778,0.732925315853208,"010"
"787","6","Indirect","TRUTH","Were you in the Table Tennis CCA during secondary school?",0.914814814814815,1.94874579273164,"010"
"788","15","Direct","LIE","Which polytechnic or junior college are you from?",0.849074074074074,0.465610993094742,"010"
"789","12","Indirect","LIE","Was your favourite subject Math back in secondary school?",0.633333333333333,2.66800462454557,"010"
"790","4","Indirect","LIE","Is Mr Lim your favourite teacher in secondary school?",0.633333333333333,0.948678744956851,"010"
"791","8","Direct","TRUTH","What is your favourite food?",0.633333333333333,1.71527286805212,"010"
"792","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.790740740740741,0.598949117120355,"010"
"793","29","Direct","TRUTH","What brand of handphone do you use?",0.94537037037037,1.48336513526738,"010"
"794","19","Direct","TRUTH","Which MRT station is closest to your house?",0.94537037037037,0.699951687362045,"010"
"795","23","Indirect","TRUTH","Are you studying Economics course in NTU?",0.94537037037037,1.54909071885049,"010"
"796","16","Indirect","TRUTH","Do you have 2 siblings?",0.94537037037037,0.532299944665283,"010"
"797","23","Indirect","LIE","Are you studying Biological Science course in NTU?",0.94537037037037,1.61535717453808,"010"
"798","21","Indirect","TRUTH","Are you from School of Humanities in NTU?",0.94537037037037,0.566728089936078,"010"
"799","1","Direct","LIE","Which primary school are you from?",0.94537037037037,1.798563641496,"010"
"800","14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.282407407407407,2.35032599885017,"010"
"801","1","Direct","LIE","Which primary school are you from?",0.00370370370370371,14.9320621662773,"011"
"802","16","Indirect","TRUTH","Do you have 2 siblings?",1,4.18271179031581,"011"
"803","28","Direct","TRUTH","What religion do you practice?",0.012962962962963,4.96739593520761,"011"
"804","28","Indirect","LIE","Is your religion Catholicism?",0.964814814814815,3.26765693956986,"011"
"805","21","Indirect","LIE","Are you from School of Humanities in NTU?",0.0222222222222222,2.533220004756,"011"
"806","7","Direct","LIE","What is your favourite sport?",0.955555555555555,2.33417329983786,"011"
"807","1","Indirect","TRUTH","Are you from First Toa Payoh Primary School?",0.142592592592593,5.68386860191822,"011"
"808","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.471296296296296,3.00219139782712,"011"
"809","26","Direct","TRUTH","How often do you smoke?",0.582407407407407,4.56653560837731,"011"
"810","2","Indirect","TRUTH","Are you from Serangoon Secondary School?",0.710185185185185,5.56701681111008,"011"
"811","16","Indirect","LIE","Do you have 4 siblings?",0.05,4.80072777112946,"011"
"812","30","Indirect","TRUTH","Do you use a Asus laptop?",0.365740740740741,2.44955485500395,"011"
"813","22","Indirect","LIE","Are you in your 3rd year in NTU?",0.333333333333333,1.63218997372314,"011"
"814","30","Direct","LIE","What brand of laptop do you mainly use?",0.388888888888889,3.18390260729939,"011"
"815","29","Direct","TRUTH","What brand of handphone do you use?",0.9,5.13363679079339,"011"
"816","18","Direct","LIE","What was the last country you visited?",0.211111111111111,4.85090793343261,"011"
"817","23","Direct","TRUTH","What course are you studying?",0.871296296296296,1.96677357936278,"011"
"818","20","Indirect","LIE","Is your house on the 12th floor of the building?",0.0675925925925926,3.63279596855864,"011"
"819","21","Indirect","TRUTH","Are you from School of Computer Science and Engineering in NTU?",0.590740740740741,4.36630610655993,"011"
"820","26","Direct","LIE","How often do you smoke?",0.121296296296296,2.10067856032401,"011"
"821","29","Direct","LIE","What brand of handphone do you use?",0.730555555555556,3.00010650604963,"011"
"822","19","Indirect","LIE","Is the Chua Chu Kang station the closest MRT to your house?",0.761111111111111,2.30121699394658,"011"
"823","23","Indirect","LIE","Are you studying Accounting course in NTU?",0.338888888888889,1.33132297452539,"011"
"824","20","Indirect","TRUTH","Is your house on the 7th floor of the building?",0.597222222222222,2.88417798327282,"011"
"825","12","Direct","TRUTH","What was your favourite subject back in secondary school?",0.415740740740741,5.74948126310483,"011"
"826","15","Direct","TRUTH","Which polytechnic or junior college are you from?",0.967592592592593,1.03359662601724,"011"
"827","6","Indirect","TRUTH","Were you in the Basketball CCA during secondary school?",0.369444444444444,8.45044187223539,"011"
"828","15","Indirect","LIE","Are you from Anderson Junior College?",0.339814814814815,6.08438759529963,"011"
"829","17","Direct","TRUTH","Where did you celebrate your 21st birthday?",0.959259259259259,4.55049518961459,"011"
"830","13","Direct","TRUTH","What is your dream job growing up?",0.623148148148148,5.99892403045669,"011"
"831","19","Indirect","TRUTH","Is the Cityhall station the closest MRT to your house?",0.994444444444444,0.965754391159862,"011"
"832","7","Indirect","TRUTH","Is your favourite sport Badminton?",0.99537037037037,1.71657115314156,"011"
"833","27","Indirect","LIE","Do you drink alcohol socially?",0.10462962962963,0.998925634659827,"011"
"834","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.971296296296296,2.6502007576637,"011"
"835","2","Indirect","LIE","Are you from Kranji Secondary School?",0.0898148148148148,4.98321243422106,"011"
"836","13","Direct","LIE","What is your dream job growing up?",0.087037037037037,1.2150470232591,"011"
"837","18","Indirect","TRUTH","Was the last country you visited Japan?",0.886111111111111,1.09911657543853,"011"
"838","27","Indirect","TRUTH","Do you not drink alcohol at all? ",0.769444444444444,3.90022834669799,"011"
"839","12","Direct","LIE","What was your favourite subject back in secondary school?",0.847222222222222,1.2667535613291,"011"
"840","17","Direct","LIE","Where did you celebrate your 21st birthday?",0.483333333333333,2.13222365826368,"011"
"841","2","Direct","LIE","Which secondary school did you attend?",0.226851851851852,3.04977595200762,"011"
"842","6","Indirect","LIE","Were you in the Symphinic Band CCA during secondary school?",0.383333333333333,3.39929128438234,"011"
"843","26","Indirect","LIE","Do you not smoke at all? ",0.610185185185185,9.06623726245016,"011"
"844","2","Direct","TRUTH","Which secondary school did you attend?",0.997222222222222,1.11576940538362,"011"
"845","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.966666666666667,0.948303406592458,"011"
"846","23","Indirect","TRUTH","Are you studying Data Science and Artificial Intelligence course in NTU?",0.925925925925926,1.46508231107146,"011"
"847","1","Direct","TRUTH","Which primary school are you from?",0.849074074074074,0.79805100010708,"011"
"848","17","Indirect","LIE","Did you celebrate your 21st birthday at Suntec City?",0.797222222222222,0.881846074014902,"011"
"849","17","Indirect","TRUTH","Did you celebrate your 21st birthday at home?",0.931481481481481,2.38268304662779,"011"
"850","22","Indirect","TRUTH","Are you in your 1st year in NTU?",0.931481481481481,0.865332793444395,"011"
"851","7","Indirect","LIE","Is your favourite sport Soccer?",0.902777777777778,0.865109836217016,"011"
"852","30","Indirect","LIE","Do you use a Lenovo laptop?",0.399074074074074,0.864786147139966,"011"
"853","29","Indirect","TRUTH","Do you use a OPPO phone?",0.903703703703704,2.98473175195977,"011"
"854","13","Indirect","TRUTH","Is your dream job an Architect when you were growing up?",0.925925925925926,0.814578395336866,"011"
"855","19","Direct","TRUTH","Which MRT station is closest to your house?",0.5,1.79939708439633,"011"
"856","18","Indirect","LIE","Was the last country you visited Myanmar?",0.705555555555555,2.53357577417046,"011"
"857","29","Indirect","LIE","Do you use a Apple phone?",0.0833333333333333,0.915267863310874,"011"
"858","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.467592592592593,2.28258096706122,"011"
"859","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.0583333333333333,1.41549819894135,"011"
"860","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",0.496296296296296,0.849171111825854,"011"
